CBSA Name,month,Latitude,Longitude,PM25_FRMFEM,AQI_PM25_FRMFEM,PM25_NOFRMFEM,AQI_PM25_NOFRMFEM,PM10,AQI_PM10,TEMP,PRESS,RH,DP,WIND,CO,AQI_CO,NO2,AQI_NO2,OZONE,AQI_OZONE,SO2,AQI_SO2,id,MetArea,pop2010,landarea,popdense2010,pop_weight2010,alone,alone_frac,carpool,carpool_frac,other,other_frac,pt,pt_frac,total_trans
"Aberdeen, SD",1.0,45.4625,-98.486111,12.34,46.8,NA,NA,14.4,13.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10100,Micropolitan Statistical Area,40602.0,2838.9,14.3,934.0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Aberdeen, SD",2.0,45.4625,-98.486111,16.0333333333,56.6666666667,NA,NA,21.0,19.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10100,Micropolitan Statistical Area,40602.0,2838.9,14.3,934.0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Aberdeen, SD",3.0,45.4625,-98.486111,10.5333333333,40.4444444444,NA,NA,17.4,16.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10100,Micropolitan Statistical Area,40602.0,2838.9,14.3,934.0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Aberdeen, SD",4.0,45.4625,-98.486111,7.52,31.2,NA,NA,24.8,23.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10100,Micropolitan Statistical Area,40602.0,2838.9,14.3,934.0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Aberdeen, SD",5.0,45.4625,-98.486111,6.05,25.4,NA,NA,20.8,19.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10100,Micropolitan Statistical Area,40602.0,2838.9,14.3,934.0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Aberdeen, SD",6.0,45.4625,-98.486111,6.84,28.5,NA,NA,21.2,19.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10100,Micropolitan Statistical Area,40602.0,2838.9,14.3,934.0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Aberdeen, SD",7.0,45.4625,-98.486111,8.40909090909,34.9090909091,NA,NA,21.0,19.3333333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10100,Micropolitan Statistical Area,40602.0,2838.9,14.3,934.0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Aberdeen, SD",8.0,45.4625,-98.486111,9.2,38.4,NA,NA,25.2,23.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10100,Micropolitan Statistical Area,40602.0,2838.9,14.3,934.0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Aberdeen, SD",9.0,45.4625,-98.486111,4.02222222222,16.7777777778,NA,NA,12.3333333333,11.3333333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10100,Micropolitan Statistical Area,40602.0,2838.9,14.3,934.0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Aberdeen, SD",10.0,45.4625,-98.486111,7.55,30.7,NA,NA,30.1666666667,28.1666666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10100,Micropolitan Statistical Area,40602.0,2838.9,14.3,934.0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Aberdeen, SD",11.0,45.4625,-98.486111,6.6,27.5,NA,NA,11.4,10.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10100,Micropolitan Statistical Area,40602.0,2838.9,14.3,934.0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Aberdeen, SD",12.0,45.4625,-98.486111,9.71818181818,37.5454545455,NA,NA,10.8,10.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10100,Micropolitan Statistical Area,40602.0,2838.9,14.3,934.0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Adrian, MI",1.0,41.995568,-83.946559,12.0,45.0,9.82,36.0,NA,NA,25.2580644839,985.500000032,NA,NA,4.95416664516,NA,NA,NA,NA,NA,NA,NA,NA,10300,Micropolitan Statistical Area,99892.0,749.6,133.3,846.5,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Adrian, MI",2.0,41.995568,-83.946559,7.91111111111,30.4444444444,8.06,31.8,NA,NA,28.1651785714,981.968749929,NA,NA,4.26063985714,NA,NA,NA,NA,NA,NA,NA,NA,10300,Micropolitan Statistical Area,99892.0,749.6,133.3,846.5,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Adrian, MI",3.0,41.995568,-83.946559,9.85,34.6,11.68,39.0,NA,NA,40.6693548387,982.700268806,NA,NA,4.26317212903,NA,NA,NA,NA,NA,NA,NA,NA,10300,Micropolitan Statistical Area,99892.0,749.6,133.3,846.5,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Adrian, MI",4.0,41.995568,-83.946559,6.58,27.0,8.7,35.4,NA,NA,53.4333333667,981.929166667,NA,NA,4.6132638,NA,NA,NA,NA,NA,NA,NA,NA,10300,Micropolitan Statistical Area,99892.0,749.6,133.3,846.5,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Adrian, MI",5.0,41.995568,-83.946559,7.2,29.4,6.76,27.0,NA,NA,61.1706989677,983.606182839,NA,NA,3.39139790323,NA,NA,NA,NA,0.0380166538462,45.4615384615,NA,NA,10300,Micropolitan Statistical Area,99892.0,749.6,133.3,846.5,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Adrian, MI",6.0,41.995568,-83.946559,8.01111111111,32.2222222222,10.14,39.6,NA,NA,69.8638889,981.613888933,NA,NA,3.3090972,NA,NA,NA,NA,0.0366486333333,42.1666666667,NA,NA,10300,Micropolitan Statistical Area,99892.0,749.6,133.3,846.5,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Adrian, MI",7.0,41.995568,-83.946559,10.9181818182,42.3636363636,11.9166666667,45.0,NA,NA,74.891129,983.668010677,NA,NA,2.71491932258,NA,NA,NA,NA,0.0371773870968,46.0322580645,NA,NA,10300,Micropolitan Statistical Area,99892.0,749.6,133.3,846.5,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Adrian, MI",8.0,41.995568,-83.946559,12.59,46.6,15.35,57.25,NA,NA,73.1317204516,983.529569871,NA,NA,2.6719086129,NA,NA,NA,NA,0.037077875,45.25,NA,NA,10300,Micropolitan Statistical Area,99892.0,749.6,133.3,846.5,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Adrian, MI",9.0,41.995568,-83.946559,5.17,21.6,7.7,31.8,NA,NA,62.6611111,983.0888889,NA,NA,4.05319446667,NA,NA,NA,NA,0.0281192333333,33.5666666667,NA,NA,10300,Micropolitan Statistical Area,99892.0,749.6,133.3,846.5,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Adrian, MI",10.0,41.995568,-83.946559,5.6,23.25,7.68,32.0,NA,NA,53.391129,982.814516097,NA,NA,4.60423380645,NA,NA,NA,NA,NA,NA,NA,NA,10300,Micropolitan Statistical Area,99892.0,749.6,133.3,846.5,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Adrian, MI",11.0,41.995568,-83.946559,10.14,41.3,12.6,50.2,NA,NA,40.4166667,985.681944433,NA,NA,4.6314584,NA,NA,NA,NA,NA,NA,NA,NA,10300,Micropolitan Statistical Area,99892.0,749.6,133.3,846.5,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Adrian, MI",12.0,41.995568,-83.946559,10.1727272727,38.5454545455,15.1,52.0,NA,NA,26.1102150968,984.545698968,NA,NA,5.37499996774,NA,NA,NA,NA,NA,NA,NA,NA,10300,Micropolitan Statistical Area,99892.0,749.6,133.3,846.5,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Akron, OH",1.0,41.086278037,-81.4377770185,14.5666666667,51.2222222222,4.8,19.25,NA,NA,NA,NA,NA,NA,NA,0.331034983871,4.38709677419,NA,NA,NA,NA,2.80649940323,11.3225806452,10420,Metropolitan Statistical Area,703200.0,900.1,781.2,2412.8,279452.0,0.862532794222,21925.0,0.0676718417235,18393.0,0.0567702706874,4220.0,0.0130250933671,323990.0
"Akron, OH",2.0,41.080715875,-81.4533593125,16.1833333333,56.0,14.62,52.6,NA,NA,NA,NA,NA,NA,NA,0.367867767857,5.14285714286,NA,NA,NA,NA,3.06610128571,13.1428571429,10420,Metropolitan Statistical Area,703200.0,900.1,781.2,2412.8,279452.0,0.862532794222,21925.0,0.0676718417235,18393.0,0.0567702706874,4220.0,0.0130250933671,323990.0
"Akron, OH",3.0,41.0747976514,-81.4535095321,14.0303516697,48.256097561,13.56,45.6,NA,NA,NA,NA,NA,NA,NA,0.338575258065,4.38709677419,NA,NA,0.0155,13.5,2.76671798387,12.0806451613,10420,Metropolitan Statistical Area,703200.0,900.1,781.2,2412.8,279452.0,0.862532794222,21925.0,0.0676718417235,18393.0,0.0567702706874,4220.0,0.0130250933671,323990.0
"Akron, OH",4.0,41.0752366542,-81.4538998318,11.3868460748,42.5128205128,9.56,37.6,NA,NA,NA,NA,NA,NA,NA,0.324837933333,4.35,NA,NA,0.0298390666667,37.65,3.16573123333,13.1666666667,10420,Metropolitan Statistical Area,703200.0,900.1,781.2,2412.8,279452.0,0.862532794222,21925.0,0.0676718417235,18393.0,0.0567702706874,4220.0,0.0130250933671,323990.0
"Akron, OH",5.0,41.074422,-81.4549472174,12.2356884174,44.6428571429,10.12,37.2,NA,NA,NA,NA,NA,NA,NA,0.30931083871,3.58064516129,NA,NA,0.0310463870968,41.5161290323,1.57690459677,8.27419354839,10420,Metropolitan Statistical Area,703200.0,900.1,781.2,2412.8,279452.0,0.862532794222,21925.0,0.0676718417235,18393.0,0.0567702706874,4220.0,0.0130250933671,323990.0
"Akron, OH",6.0,41.073423945,-81.4543209633,15.5938588349,54.0506329114,11.54,45.4,NA,NA,NA,NA,NA,NA,NA,0.317847216667,3.58333333333,NA,NA,0.03296195,40.4833333333,1.15982731667,6.8,10420,Metropolitan Statistical Area,703200.0,900.1,781.2,2412.8,279452.0,0.862532794222,21925.0,0.0676718417235,18393.0,0.0567702706874,4220.0,0.0130250933671,323990.0
"Akron, OH",7.0,41.0751087227,-81.4540643109,18.9560224202,63.0454545455,16.3,56.6666666667,NA,NA,NA,NA,NA,NA,NA,0.375067177419,4.74193548387,NA,NA,0.0337210806452,49.4516129032,1.77677871667,9.9,10420,Metropolitan Statistical Area,703200.0,900.1,781.2,2412.8,279452.0,0.862532794222,21925.0,0.0676718417235,18393.0,0.0567702706874,4220.0,0.0130250933671,323990.0
"Akron, OH",8.0,41.0744990095,-81.4558392952,18.9834685048,62.7820512821,15.16,55.0,NA,NA,NA,NA,NA,NA,NA,0.334946241935,4.08064516129,NA,NA,0.0329879032258,50.5806451613,1.71640319355,9.5,10420,Metropolitan Statistical Area,703200.0,900.1,781.2,2412.8,279452.0,0.862532794222,21925.0,0.0676718417235,18393.0,0.0567702706874,4220.0,0.0130250933671,323990.0
"Akron, OH",9.0,41.0744957321,-81.4539232768,11.6379836339,42.0853658537,11.3,42.8,NA,NA,NA,NA,NA,NA,NA,0.302708333333,3.16666666667,NA,NA,0.02413165,31.35,1.53399211667,9.45,10420,Metropolitan Statistical Area,703200.0,900.1,781.2,2412.8,279452.0,0.862532794222,21925.0,0.0676718417235,18393.0,0.0567702706874,4220.0,0.0130250933671,323990.0
"Akron, OH",10.0,41.0745735229,-81.4528429725,12.1162811468,42.4487179487,10.46,40.8,NA,NA,NA,NA,NA,NA,NA,0.358131725806,4.48387096774,NA,NA,0.0180823709677,24.6451612903,1.53039056452,10.9516129032,10420,Metropolitan Statistical Area,703200.0,900.1,781.2,2412.8,279452.0,0.862532794222,21925.0,0.0676718417235,18393.0,0.0567702706874,4220.0,0.0130250933671,323990.0
"Akron, OH",11.0,41.0741543784,-81.4524787477,14.6106027477,50.1481481481,12.625,50.0,NA,NA,NA,NA,NA,NA,NA,0.3835417,5.16666666667,NA,NA,NA,NA,2.2884651,9.26666666667,10420,Metropolitan Statistical Area,703200.0,900.1,781.2,2412.8,279452.0,0.862532794222,21925.0,0.0676718417235,18393.0,0.0567702706874,4220.0,0.0130250933671,323990.0
"Akron, OH",12.0,41.0750347387,-81.4550969459,12.8653894234,46.3012048193,15.62,55.0,NA,NA,NA,NA,NA,NA,NA,0.342338725806,4.12903225806,NA,NA,NA,NA,4.34001401613,13.3870967742,10420,Metropolitan Statistical Area,703200.0,900.1,781.2,2412.8,279452.0,0.862532794222,21925.0,0.0676718417235,18393.0,0.0567702706874,4220.0,0.0130250933671,323990.0
"Albany, GA",1.0,31.576917,-84.100194,12.0588235294,44.0588235294,13.4729611636,48.8076923077,22.4,21.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10500,Metropolitan Statistical Area,157308.0,1932.6,81.4,922.7,46696.0,0.794906713877,7895.0,0.134396704344,3525.0,0.0600061282854,628.0,0.0106904534931,58744.0
"Albany, GA",2.0,31.576917,-84.100194,9.30952380952,36.8095238095,10.4960111224,41.2083333333,6.6,6.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10500,Metropolitan Statistical Area,157308.0,1932.6,81.4,922.7,46696.0,0.794906713877,7895.0,0.134396704344,3525.0,0.0600061282854,628.0,0.0106904534931,58744.0
"Albany, GA",3.0,31.576917,-84.100194,18.7541666667,60.9166666667,15.3361889839,53.1290322581,23.0,21.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10500,Metropolitan Statistical Area,157308.0,1932.6,81.4,922.7,46696.0,0.794906713877,7895.0,0.134396704344,3525.0,0.0600061282854,628.0,0.0106904534931,58744.0
"Albany, GA",4.0,31.576917,-84.100194,20.1863636364,66.5454545455,15.2852682712,54.6206896552,28.6,26.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10500,Metropolitan Statistical Area,157308.0,1932.6,81.4,922.7,46696.0,0.794906713877,7895.0,0.134396704344,3525.0,0.0600061282854,628.0,0.0106904534931,58744.0
"Albany, GA",5.0,31.576917,-84.100194,12.124137931,46.7931034483,12.8428652778,49.3703703704,34.4,31.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10500,Metropolitan Statistical Area,157308.0,1932.6,81.4,922.7,46696.0,0.794906713877,7895.0,0.134396704344,3525.0,0.0600061282854,628.0,0.0106904534931,58744.0
"Albany, GA",6.0,31.576917,-84.100194,11.7636363636,44.8636363636,11.6525553818,44.04,16.6,15.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10500,Metropolitan Statistical Area,157308.0,1932.6,81.4,922.7,46696.0,0.794906713877,7895.0,0.134396704344,3525.0,0.0600061282854,628.0,0.0106904534931,58744.0
"Albany, GA",7.0,31.576917,-84.100194,10.1032258065,40.3870967742,10.8728799839,42.3548387097,25.5,23.6666666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10500,Metropolitan Statistical Area,157308.0,1932.6,81.4,922.7,46696.0,0.794906713877,7895.0,0.134396704344,3525.0,0.0600061282854,628.0,0.0106904534931,58744.0
"Albany, GA",8.0,31.576917,-84.100194,9.16296296296,37.3703703704,7.66498191304,31.6818181818,14.8,13.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10500,Metropolitan Statistical Area,157308.0,1932.6,81.4,922.7,46696.0,0.794906713877,7895.0,0.134396704344,3525.0,0.0600061282854,628.0,0.0106904534931,58744.0
"Albany, GA",9.0,31.576917,-84.100194,11.8296296296,46.2222222222,9.84842152273,40.7142857143,16.8,15.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10500,Metropolitan Statistical Area,157308.0,1932.6,81.4,922.7,46696.0,0.794906713877,7895.0,0.134396704344,3525.0,0.0600061282854,628.0,0.0106904534931,58744.0
"Albany, GA",10.0,31.576917,-84.100194,11.8391304348,45.5217391304,13.189536871,50.5161290323,22.2,20.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10500,Metropolitan Statistical Area,157308.0,1932.6,81.4,922.7,46696.0,0.794906713877,7895.0,0.134396704344,3525.0,0.0600061282854,628.0,0.0106904534931,58744.0
"Albany, GA",11.0,31.576917,-84.100194,12.548,47.64,14.2152657333,52.2333333333,18.6,17.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10500,Metropolitan Statistical Area,157308.0,1932.6,81.4,922.7,46696.0,0.794906713877,7895.0,0.134396704344,3525.0,0.0600061282854,628.0,0.0106904534931,58744.0
"Albany, GA",12.0,31.576917,-84.100194,12.3142857143,45.4285714286,13.0510186935,48.0967741935,18.6,17.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10500,Metropolitan Statistical Area,157308.0,1932.6,81.4,922.7,46696.0,0.794906713877,7895.0,0.134396704344,3525.0,0.0600061282854,628.0,0.0106904534931,58744.0
"Albany-Lebanon, OR",11.0,44.3958,-122.7305,11.5,44.4285714286,8.98170138333,35.5833333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10540,Micropolitan Statistical Area,116672.0,2290.1,50.9,1420.0,33172.0,0.778959727604,4206.0,0.0987671715393,4996.0,0.117318304567,211.0,0.00495479628977,42585.0
"Albany-Lebanon, OR",12.0,44.3958,-122.7305,12.58,48.0,8.37673704839,33.2096774194,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10540,Micropolitan Statistical Area,116672.0,2290.1,50.9,1420.0,33172.0,0.778959727604,4206.0,0.0987671715393,4996.0,0.117318304567,211.0,0.00495479628977,42585.0
"Albany-Schenectady-Troy, NY",1.0,42.6503081395,-73.7552030233,10.6023255814,40.1162790698,11.4832185493,44.225,NA,NA,23.7289426559,987.412186366,75.3723118172,NA,5.26564414516,0.402042064516,5.45161290323,NA,NA,0.0260429917355,26.3636363636,1.69312725806,4.18279569892,10580,Metropolitan Statistical Area,870716.0,2811.6,309.7,2944.9,350401.0,0.805241870619,35349.0,0.0812340572216,36603.0,0.0841158221303,12797.0,0.0294082500287,435150.0
"Albany-Schenectady-Troy, NY",2.0,42.64775,-73.7550242857,6.20714285714,25.4761904762,7.42601104545,30.2631578947,NA,NA,26.8209325595,981.395833345,74.9503103012,NA,5.69132898214,0.321478160714,3.76785714286,NA,NA,0.031741875,30.8125,1.60694697619,3.09523809524,10580,Metropolitan Statistical Area,870716.0,2811.6,309.7,2944.9,350401.0,0.805241870619,35349.0,0.0812340572216,36603.0,0.0841158221303,12797.0,0.0294082500287,435150.0
"Albany-Schenectady-Troy, NY",3.0,42.6478645833,-73.7550322917,5.65833333333,23.4166666667,6.75567291667,27.5853658537,NA,NA,40.8997245161,986.551465086,63.6642636237,NA,5.32661295161,0.349926894737,4.49122807018,NA,NA,0.036510016129,36.7096774194,1.93652307527,3.72043010753,10580,Metropolitan Statistical Area,870716.0,2811.6,309.7,2944.9,350401.0,0.805241870619,35349.0,0.0812340572216,36603.0,0.0841158221303,12797.0,0.0294082500287,435150.0
"Albany-Schenectady-Troy, NY",4.0,42.648025,-73.7550435,6.9325,28.75,7.21314557971,30.2820512821,NA,NA,52.1837962556,986.443981522,58.3324074222,NA,4.74629223333,0.311759266667,3.77777777778,NA,NA,0.038355075,41.5666666667,1.73058741111,3.6,10580,Metropolitan Statistical Area,870716.0,2811.6,309.7,2944.9,350401.0,0.805241870619,35349.0,0.0812340572216,36603.0,0.0841158221303,12797.0,0.0294082500287,435150.0
"Albany-Schenectady-Troy, NY",5.0,42.646625,-73.7549456818,8.50227272727,34.3863636364,8.17477104167,34.1463414634,NA,NA,62.1948925054,989.280914011,62.9238350753,NA,3.87283143548,0.312634435484,3.5,NA,NA,0.0373989677419,42.7580645161,1.81112185227,6.20454545455,10580,Metropolitan Statistical Area,870716.0,2811.6,309.7,2944.9,350401.0,0.805241870619,35349.0,0.0812340572216,36603.0,0.0841158221303,12797.0,0.0294082500287,435150.0
"Albany-Schenectady-Troy, NY",6.0,42.6504414894,-73.7552123404,8.84468085106,35.2765957447,7.58276355882,31.4736842105,NA,NA,67.7498316111,986.142845089,73.3264309889,NA,3.69937345,0.329480983051,3.93220338983,NA,NA,0.032518025,36.475,1.60190350667,4.65333333333,10580,Metropolitan Statistical Area,870716.0,2811.6,309.7,2944.9,350401.0,0.805241870619,35349.0,0.0812340572216,36603.0,0.0841158221303,12797.0,0.0294082500287,435150.0
"Albany-Schenectady-Troy, NY",7.0,42.6516611111,-73.7552975556,11.0533333333,41.4,10.7970398219,39.9047619048,NA,NA,74.9296594516,988.236111097,69.0793010753,NA,3.58024483871,0.338524590164,4.09836065574,NA,NA,0.0349795080645,42.4838709677,1.61492137349,3.97590361446,10580,Metropolitan Statistical Area,870716.0,2811.6,309.7,2944.9,350401.0,0.805241870619,35349.0,0.0812340572216,36603.0,0.0841158221303,12797.0,0.0294082500287,435150.0
"Albany-Schenectady-Troy, NY",8.0,42.6497990196,-73.755167451,9.53333333333,37.1568627451,9.04837640845,35.9,NA,NA,71.2029569785,989.531362065,70.7150537742,NA,3.45724192,0.319422048387,3.88709677419,NA,NA,0.0330914471545,37.487804878,1.38569365556,3.3,10580,Metropolitan Statistical Area,870716.0,2811.6,309.7,2944.9,350401.0,0.805241870619,35349.0,0.0812340572216,36603.0,0.0841158221303,12797.0,0.0294082500287,435150.0
"Albany-Schenectady-Troy, NY",9.0,42.6501071429,-73.7551889796,7.13673469388,26.5714285714,6.8848106,25.85,NA,NA,63.9990741,988.167592644,72.6449073667,NA,3.4382638,0.329467583333,4.01666666667,NA,NA,0.02727685,34.1,1.7716334,4.83333333333,10580,Metropolitan Statistical Area,870716.0,2811.6,309.7,2944.9,350401.0,0.805241870619,35349.0,0.0812340572216,36603.0,0.0841158221303,12797.0,0.0294082500287,435150.0
"Albany-Schenectady-Troy, NY",10.0,42.6493214286,-73.7551340816,5.54081632653,23.1224489796,6.26608423188,27.4736842105,NA,NA,49.9377240108,985.335573409,74.3198924301,NA,3.32654567742,0.348375903226,4.35483870968,NA,NA,0.0218942177419,24.7258064516,1.72637833333,3.74193548387,10580,Metropolitan Statistical Area,870716.0,2811.6,309.7,2944.9,350401.0,0.805241870619,35349.0,0.0812340572216,36603.0,0.0841158221303,12797.0,0.0294082500287,435150.0
"Albany-Schenectady-Troy, NY",11.0,42.64995,-73.755178,7.12,28.2666666667,7.83525382609,31.5897435897,NA,NA,39.2949074333,992.139351878,72.1754629667,NA,3.99006936667,0.3374769,4.71666666667,NA,NA,0.0196085083333,21.625,1.96896306667,4.02222222222,10580,Metropolitan Statistical Area,870716.0,2811.6,309.7,2944.9,350401.0,0.805241870619,35349.0,0.0812340572216,36603.0,0.0841158221303,12797.0,0.0294082500287,435150.0
"Albany-Schenectady-Troy, NY",12.0,42.6497990196,-73.755167451,8.90784313725,31.8039215686,9.684801125,36.0487804878,NA,NA,25.0412185806,984.144713269,76.4713261398,NA,5.39905916129,0.366648032787,4.7868852459,NA,NA,0.0234913709677,23.6612903226,2.70439758065,4.7311827957,10580,Metropolitan Statistical Area,870716.0,2811.6,309.7,2944.9,350401.0,0.805241870619,35349.0,0.0812340572216,36603.0,0.0841158221303,12797.0,0.0294082500287,435150.0
"Albuquerque, NM",1.0,35.1017956522,-106.582271413,7.17826086957,29.0434782609,9.10530261022,34.8607594937,26.4792899408,24.2840236686,34.3682518,825.113287056,51.5084693,NA,NA,0.485646258065,8.86451612903,19.3875447742,36.6451612903,0.0235597096774,29.6967741935,NA,NA,10740,Metropolitan Statistical Area,887077.0,9282.5,95.6,3518.6,312856.0,0.801865901169,37598.0,0.0963655936026,33740.0,0.0864773426287,5966.0,0.0152911626,390160.0
"Albuquerque, NM",2.0,35.1043210526,-106.582498947,4.73333333333,19.6666666667,5.87258778596,24.2827586207,21.5238095238,19.8639455782,38.5102394348,820.745684536,52.0953168913,NA,NA,0.444102514286,6.93571428571,15.59667325,30.8571428571,0.0286350607143,34.4928571429,NA,NA,10740,Metropolitan Statistical Area,887077.0,9282.5,95.6,3518.6,312856.0,0.801865901169,37598.0,0.0963655936026,33740.0,0.0864773426287,5966.0,0.0152911626,390160.0
"Albuquerque, NM",3.0,35.1044419355,-106.582509839,4.06612903226,17.0,4.77116676508,19.76875,23.9404761905,21.7321428571,45.6140297907,819.414236,43.1955383488,NA,NA,0.395582122581,5.50967741935,12.3816257097,29.5161290323,0.0352734580645,40.6387096774,NA,NA,10740,Metropolitan Statistical Area,887077.0,9282.5,95.6,3518.6,312856.0,0.801865901169,37598.0,0.0963655936026,33740.0,0.0864773426287,5966.0,0.0152911626,390160.0
"Albuquerque, NM",4.0,35.1020375,-106.582293203,5.109375,21.03125,4.80250415232,19.9276315789,36.3680981595,31.7975460123,57.1916666,NA,30.1458333667,NA,NA,0.327254098361,3.6393442623,9.41142483333,24.9333333333,0.0407147266667,44.8866666667,NA,NA,10740,Metropolitan Statistical Area,887077.0,9282.5,95.6,3518.6,312856.0,0.801865901169,37598.0,0.0963655936026,33740.0,0.0864773426287,5966.0,0.0152911626,390160.0
"Albuquerque, NM",5.0,35.1026555556,-106.582348889,5.55396825397,23.2063492063,5.73551066134,23.5379746835,36.4024390244,32.3353658537,65.8413979355,824.1807608,23.9717741935,NA,NA,0.303273409836,3.24590163934,8.10636609677,21.9032258065,0.0430817296417,49.1758957655,NA,NA,10740,Metropolitan Statistical Area,887077.0,9282.5,95.6,3518.6,312856.0,0.801865901169,37598.0,0.0963655936026,33740.0,0.0864773426287,5966.0,0.0152911626,390160.0
"Albuquerque, NM",6.0,35.1020375,-106.582293203,6.7765625,27.671875,7.86015634564,31.5436241611,44.0683229814,38.6708074534,77.8968254222,824.6854167,22.9298677333,NA,NA,0.311504633333,3.61666666667,8.06759985714,20.0,0.039335101083,45.9277978339,NA,NA,10740,Metropolitan Statistical Area,887077.0,9282.5,95.6,3518.6,312856.0,0.801865901169,37598.0,0.0963655936026,33740.0,0.0864773426287,5966.0,0.0152911626,390160.0
"Albuquerque, NM",7.0,35.0938454545,-106.581555114,4.46136363636,18.6590909091,6.45456259289,26.4341085271,25.0931677019,23.2173913043,77.9731183065,825.631854839,42.1565859677,NA,NA,0.311760790323,3.62903225806,6.48538512903,17.1935483871,0.0392006006601,45.3927392739,NA,NA,10740,Metropolitan Statistical Area,887077.0,9282.5,95.6,3518.6,312856.0,0.801865901169,37598.0,0.0963655936026,33740.0,0.0864773426287,5966.0,0.0152911626,390160.0
"Albuquerque, NM",8.0,35.1013567164,-106.582231866,3.79402985075,15.9104477612,4.92824899209,20.2093023256,23.1428571429,21.375,75.9404219355,826.140316839,42.1426776613,NA,NA,0.319763196721,3.91803278689,8.10143809677,18.935483871,0.0364987540453,43.3495145631,NA,NA,10740,Metropolitan Statistical Area,887077.0,9282.5,95.6,3518.6,312856.0,0.801865901169,37598.0,0.0963655936026,33740.0,0.0864773426287,5966.0,0.0152911626,390160.0
"Albuquerque, NM",9.0,35.10582,-106.582634,4.65818181818,19.4545454545,5.56107097083,23.0247933884,27.7668711656,25.4233128834,72.6775773833,826.699385633,33.3687555333,NA,NA,0.304675933333,3.31666666667,9.2690236,23.7,0.0340959566667,41.5033333333,NA,NA,10740,Metropolitan Statistical Area,887077.0,9282.5,95.6,3518.6,312856.0,0.801865901169,37598.0,0.0963655936026,33740.0,0.0864773426287,5966.0,0.0152911626,390160.0
